เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0115529000737,บริษัท กิจไพศาลอุตสาหกรรมอาหาร จำกัด,KIT PHAI SARN FOOD INDUSTRY COMPANY LIMITED,ประกอบกิจการผลิตเครื่องปรุงรสอาหารทุกชนิด,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,443 หมู่ที่ 4 ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,4/7/2529,4 กรกฎาคม 2529,35000000,,,False,,,,https://www.dataforthai.com/company/0115529000737/,,,,,,,,,,
'0705541000347,บริษัท โกลเด้นฮาร์เวสท์(ประเทศไทย) จำกัด,GOLDEN HARVEST (THAILAND) COMPANY LIMITED,ผลิตและจำหน่ายเครื่องปรุงอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,28 หมู่ที่ 4 ตำบลบ้านสิงห์ อำเภอโพธาราม จ.ราชบุรี 70120,ยังดำเนินกิจการอยู่,10/8/2541,10 สิงหาคม 2541,60000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.golden.co.th,,https://www.dataforthai.com/company/0705541000347/,,,,,www.golden.co.th,,,,,
'0105517008584,บริษัท โกลโบ ฟู้ดส์ จำกัด,GLOBO FOODS LIMITED,ส่วนประกอบปรุงแต่งอาหารเคมีภัณฑ์อาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,482 หมู่ที่ 1 ซอยผูกมิตร ถนนรถรางเก่า ตำบลสำโรงใต้ อำเภอพระประแดง จ.สมุทรปราการ 10130,ยังดำเนินกิจการอยู่,22/7/2517,22 กรกฎาคม 2517,300000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.globofoods.com,,https://www.dataforthai.com/company/0105517008584/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,http://www.globofoods.com,,,,,
'0135543003250,บริษัท เค.อาร์.เอส.สไปร์ซี่ ฟู้ดส์ จำกัด,K.R.S. SPICY FOOD COMPANY LIMITED,การผลิตผลิตภัณฑ์อาหารอื่นๆ,การผลิตผลิตภัณฑ์อาหารอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,19/8 หมู่ที่ 1 ตำบลคลองสาม อำเภอคลองหลวง จ.ปทุมธานี 12120,ยังดำเนินกิจการอยู่,25/8/2543,25 สิงหาคม 2543,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.krsspicyfood.com,,https://www.dataforthai.com/company/0135543003250/,,,,,www.krsspicyfood.com,,,,,
'0105545028144,บริษัท เคอร์รี่ อินกรีเดียนท์ (ไทยแลนด์) จำกัด,"KERRY INGREDIENTS (THAILAND) CO.,LTD.",ประกอบกิจการผลิต และจำหน่ายผลิตภัณฑ์สิ่งปรุงแต่งรสชาติอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,618 หมู่ที่ 4 นิคมอุตสาหกรรมบางปู ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,12/3/2545,12 มีนาคม 2545,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.kerrygroup.com,,https://www.dataforthai.com/company/0105545028144/,,,,,http://www.kerrygroup.com,,,,,
'0107563000151,บริษัท เจดีฟู้ด จำกัด (มหาชน),,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ (Manufacture of table sauces and condiments),การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,"116,116/1,116/2 หมู่ที่ 3 ตำบลบางโทรัด อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000",ยังดำเนินกิจการอยู่,18/6/2563,18 มิถุนายน 2563,300000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.jdfthailand.com,JDF,https://www.dataforthai.com/company/0107563000151/,,,,,www.jdfthailand.com,,,,,
'0735557002867,บริษัท ชิฮามะ ฟู้ด แมททีเรียลส์ จำกัด,CHIHAMA FOOD MATERIALS COMPANY LIMITED,ผลิต พัฒนา จำหน่ายสารเติมแต่งอาหาร วัตถุดิบอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,51/10 หมู่ที่ 4 ตำบลนาดี อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,2/6/2557,2 มิถุนายน 2557,30000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0735557002867/,,,,,,,,,,
'0765542000227,บริษัท ซันซอส อุตสาหกรรมอาหาร จำกัด,"SUNSAUCF FOODS INDUSTRIAL CORP CO., LTD.",ซอสปรุงรสต่างๆ และน้ำมันหรือไขมันจากพืช,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,104 หมู่ที่ 4 ตำบลหนองหญ้าปล้อง อำเภอหนองหญ้าปล้อง จ.เพชรบุรี 76160,ยังดำเนินกิจการอยู่,22/9/2542,22 กันยายน 2542,45000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.sunsauce.co.th,,https://www.dataforthai.com/company/0765542000227/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,www.sunsauce.co.th,,,,,
'0115540004140,บริษัท ดับเบิลฟลาวเวอริ่งคาเมลเลีย จำกัด,DOUBLE FLOWERING CAMELLIA COMPANY LIMITED,,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,154 หมู่ที่ 1 ถนนเทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,10/7/2540,10 กรกฎาคม 2540,85225000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0115540004140/,,,,,,,,,,
'0105557135617,บริษัท เดย์ พลัส (ไทยแลนด์) จำกัด,DAY PLUS (THAILAND) COMPANY LIMITED,ผลิต จำหน่าย นำเข้า ส่งออก วัตถุดิบในการประกอบอาหารทุกชนิด,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,1/88 หมู่ที่ 5 ตำบลคานหาม อำเภออุทัย จ.พระนครศรีอยุธยา 13210,ยังดำเนินกิจการอยู่,15/9/2557,15 กันยายน 2557,80000000,,,False,,,,https://www.dataforthai.com/company/0105557135617/,,,,,,,,,,
'0705553001041,บริษัท ไดมอนด์ พรีเสิร์ฟ ฟู้ด จำกัด,"DIAMOND PRESERVED FOOD CO.,LTD.",น้ำส้มสายชู ซอส,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,155/24 หมู่ที่ 4 ตำบลเจ็ดเสมียน อำเภอโพธาราม จ.ราชบุรี 70120,ยังดำเนินกิจการอยู่,25/11/2553,25 พฤศจิกายน 2553,90000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0705553001041/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,,
'0205554005975,บริษัท ไทย นิคเคน ฟู้ดส์ จำกัด,"THAINIKKEN FOODS CO.,LTD.",ผลิตและบรรจุซึ่งผลิตภัณฑ์ เครื่องปรุงรสอาหาร น้ำซีอิ๊ว น้ำซอสหมัก ผักและผลไม้ เนื้อสัตว์ อาหารทะเล ผลิตภัณฑ์บำรุงสุขภาพและอาหารกึ่งสำเร็จรูป,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,7/337 หมู่ที่ 6 ตำบลมาบยางพร อำเภอปลวกแดง จ.ระยอง 21140,ยังดำเนินกิจการอยู่,8/3/2554,8 มีนาคม 2554,200000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.thainikkenfoods.com,,https://www.dataforthai.com/company/0205554005975/,,,,,www.thainikkenfoods.com,,,,,
'0107536001265,บริษัท ไทยเทพรส จำกัด (มหาชน),THAI THEPAROS FOOD PRODUCTS PUBLIC COMPANY LIMITED,เครื่องปรุงรส,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,208 หมู่ที่ 6 ถนนท้ายบ้าน ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,21/10/2536,21 ตุลาคม 2536,600000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.gmsauce.com,SAUCE,https://www.dataforthai.com/company/0107536001265/,,,,,www.gmsauce.com,,,,,
'0105531019130,บริษัท ไทยนิสชิน เซฟุง จำกัด,THAI NISSHIN SEIFUN COMPANY LIMITED,,การผลิตอาหารปรุงสำเร็จแช่แข็ง,276 หมู่ที่ 4 ถนนสุขุมวิท ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,17/3/2531,17 มีนาคม 2531,90000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105531019130/,,,,,,,,,,
'0415550000357,บริษัท น้ำจิ้มคุณนิด จำกัด,NAMJIM KUNNID COMPANY LIMITED,ประกอบธุรกิจในการผลิตน้ำจิ้มอาหาร เครื่องปรุงอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,201/1 ถนนนเรศวร ตำบลหมากแข้ง อำเภอเมืองอุดรธานี จ.อุดรธานี 41000,ยังดำเนินกิจการอยู่,24/5/2550,24 พฤษภาคม 2550,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0415550000357/,ดูตำแหน่งงานจาก JOBTHAI,,,,,,,,,
'0105552038427,บริษัท ฟู้ด โค้ทติ้งส์ อินเตอร์เนชันแนล จำกัด,FOOD COATINGS INTERNATIONAL COMPANY LIMITED,ผลิตสิ่งปรุงแต่งอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,2/9 หมู่ 3 ถนนบางนา-ตราด ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,21/4/2552,21 เมษายน 2552,45000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.fci.co.th,,https://www.dataforthai.com/company/0105552038427/,,,,,www.fci.co.th,,,,,
'0105521011527,บริษัท ฟู้ดสเป็คเชียลไลซ์ จำกัด,"FOOD SPECIALIZE CO., LTD",,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,790 หมู่ที่ 2 นิคมอุตสาหกรรมบางปู ตำบลบางปูใหม่ อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,12/7/2521,12 กรกฎาคม 2521,42000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.foodspecialize.com,,https://www.dataforthai.com/company/0105521011527/,,,,,www.foodspecialize.com,,,,,
'0215556002884,บริษัท ยามาโมริ (ประเทศไทย) จำกัด,YAMAMORI (THAILAND) COMPANY LIMITED,ประกอบกิจการผลิต ซีอิ๊ว เครื่องปรุงรส และสินค้าอื่นที่ใกล้เคียง ให้บริการในส่วนที่เกี่ยวข้องกับซอส ซีอิ้ว เครื่องปรุงรส และธุรกิจของบริษัทในเครือ,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,300/144 หมู่ที่ 1 ตำบลตาสิทธิ์ อำเภอปลวกแดง จ.ระยอง 21140,ยังดำเนินกิจการอยู่,9/4/2556,9 เมษายน 2556,510000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.yamamori.co.jp,,https://www.dataforthai.com/company/0215556002884/,,,,,www.yamamori.co.jp,,,,,
'0145562005441,บริษัท ยี้ไห่ ฟู้ด (ประเทศไทย) จำกัด,"YIHAI FOOD (THAILAND) CO., LTD.",,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,88/8 หมู่ 5 สวนอุตสาหกรรมโรจนะ เฟส 3 ตำบลสามบัณฑิต อำเภออุทัย จ.พระนครศรีอยุธยา 13210,ยังดำเนินกิจการอยู่,23/12/2562,23 ธันวาคม 2562,523000000,,,False,,www.yihchina.com,,https://www.dataforthai.com/company/0145562005441/,,,,,www.yihchina.com,,,,,
'0105532010241,บริษัท ลานนาโปรดักส์ จำกัด,LANNA PRODUCTS COMPANY LIMITED,,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,"68,68/5 หมู่ที่ 4 ถนนทางหลวงหมายเลข 11 ตำบลบ้านกลาง อำเภอเมืองลำพูน จ.ลำพูน 51000",ยังดำเนินกิจการอยู่,1/2/2532,1 กุมภาพันธ์ 2532,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105532010241/,,,,,,,,,,
'0105527042360,บริษัท วินแชนซ์ ฟู้ดส์ จำกัด,WIN CHANCE FOODS COMPANY LIMITED,,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,134 หมู่ที่ 17 ถนนเทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,29/11/2527,29 พฤศจิกายน 2527,108097000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.wcf.co.th,,https://www.dataforthai.com/company/0105527042360/,,,,,http://www.wcf.co.th,,,,,
'0135562016566,บริษัท ไวไว ธัญญะ อินกรีเดียนท์ จำกัด,"WAI WAI THANYA INGREDIENT CO., LTD.",ผลิตภัณฑ์ปรุงอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,"499,499/3 หมู่ที่ 10 ตำบลคลองมะเดื่อ อำเภอกระทุ่มแบน จ.สมุทรสาคร 74110",ยังดำเนินกิจการอยู่,8/7/2562,8 กรกฎาคม 2562,200000000,,,False,,,,https://www.dataforthai.com/company/0135562016566/,,,,,,,,,,
'0105556187702,บริษัท ศรีไทยเดลี่ฟู้ดส์ จำกัด,SRITHAI DAILY FOOD COMPANY LIMITED,การผลิตและจำหน่ายซอส เครื่องปรุงอาหารและวัตถุดิบประกอบอาหารและเครื่องดื่มอื่นๆ,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,171 ซอยอ่อนนุช 46 ถนนอ่อนนุช แขวงอ่อนนุช เขตสวนหลวง กรุงเทพมหานคร 10250,ยังดำเนินกิจการอยู่,25/11/2556,25 พฤศจิกายน 2556,77000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105556187702/,ดูตำแหน่งงานจาก JOBTOPGUN,,,,,,,,,
'0105529039421,บริษัท สุขุมพาณิชย์ จำกัด,"SUKHUM PANICH CO., LTD.","ครีมสลัด, มายองเนส, แซนวิชซอสพริก, น้ำพริกเผา, แยมเอ็มไพร์, เยลลี่เอ็มไพร์",การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,88/9 หมู่ที่ 8 ซอยสมเอก ถนนติวานนท์ ตำบลบางพูด อำเภอปากเกร็ด จ.นนทบุรี 11120,ยังดำเนินกิจการอยู่,29/10/2529,29 ตุลาคม 2529,50000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.sukhumfood.com,,https://www.dataforthai.com/company/0105529039421/,,,,,www.sukhumfood.com,,,,,
'0745538001460,บริษัท สุรีย์ อินเตอร์ฟู้ดส์ จำกัด,"SUREE INTERFOODS CO., LTD.",ผลิตเครื่องปรุงรส เช่น ผลิตน้ำจิ้ม กะทิ,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,11/13 หมู่ที 3 ตำบลบ้านบ่อ อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,23/6/2538,23 มิถุนายน 2538,235000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,sureefoods.com,,https://www.dataforthai.com/company/0745538001460/,,,,,sureefoods.com,,,,,
'0105546035349,บริษัท หยั่น หว่อ หยุ่น คอร์ปอเรชั่น กรุ๊ป จำกัด,YAN WAL YUN CORPORATION GROUP COMPANY LIMITED,ผลิต จำหน่าย นำเข้า-ส่งออก ซอสมะเขือเทศ ซื้อ จำหน่าย เครื่องปรุงอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,767 ซอยวัดไผ่เงิน ถนนวัดไผ่เงิน แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,19/3/2546,19 มีนาคม 2546,150000000,,,False,,www.deksomboon.com,,https://www.dataforthai.com/company/0105546035349/,,,,,www.deksomboon.com,,,,,
'0265546000099,บริษัท อินโนเฟรช จำกัด,INNOFRESH COMPANY LIMITED,,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,"48,48/1-2 หมู่ที่ 2 ถนนสุวรรณศร ตำบลป่าขะ อำเภอบ้านนา จ.นครนายก 26110",ยังดำเนินกิจการอยู่,20/6/2546,20 มิถุนายน 2546,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.innofresh.co.th,,https://www.dataforthai.com/company/0265546000099/,,,,,www.innofresh.co.th,,,,,
'0745536000342,บริษัท อุตสาหกรรมพันท้ายนรสิงห์สินค้าพื้นเมือง จำกัด,PANTAINORASINGH MANUFACTURER COMPANY LIMITED,ผลิตและจำหน่ายเครื่องปรุงอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,99 หมู่ที่ 2 ตำบลกาหลง อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,25/3/2536,25 มีนาคม 2536,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.pantainorasingh.com,,https://www.dataforthai.com/company/0745536000342/,,,,,www.pantainorasingh.com,,,,,
'0115553006430,บริษัท เอ็กซ์เตอร์ (ประเทศไทย) จำกัด,EXTER (THAILAND) COMPANY LIMITED,การผลิตผลิตภัณฑ์อาหารอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การผลิตผลิตภัณฑ์อาหารอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,208 หมู่ที่ 6 ถนนท้ายบ้าน ตำบลท้ายบ้าน อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,17/5/2553,17 พฤษภาคม 2553,40000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0115553006430/,,,,,,,,,,
'0105564089412,บริษัท เอบาระ ฟู้ดส์ (ประเทศไทย) จำกัด,"EBARA FOODS (THAILAND) CO., LTD.",,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,700/660 หมู่ 7 ตำบลดอนหัวฬ่อ อำเภอเมืองชลบุรี จ.ชลบุรี 20000,ยังดำเนินกิจการอยู่,1/6/2564,1 มิถุนายน 2564,830000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,https://www.ebarafoods.com/,,https://www.dataforthai.com/company/0105564089412/,ดูตำแหน่งงานจาก JOBTHAI,,,,https://www.ebarafoods.com/,,,,,
'0735542001380,บริษัท เอฟ-พลัส จำกัด,F-PLUS COMPANY LIMITED,เครื่องปรุงรสอาหาร,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,58/3 หมู่ที่ 6 ถนนพระประโทน-บ้านแพ้ว ตำบลตลาดจินดา อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,3/12/2542,3 ธันวาคม 2542,150000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.f-plus.co.th,,https://www.dataforthai.com/company/0735542001380/,,,,,http://www.f-plus.co.th,,,,,
'0145548000666,บริษัท เอ็มแอนด์อาร์ แลบเบอราทอรี่ จำกัด,M&R LABORATORY COMPANY LIMITED,ผลิตสิ่งปรุงแต่งอาหาร ด้วยเทคโนโลยีที่ทันสมัย,การผลิตซอสและเครื่องปรุงอาหารประจำโต๊ะ,1/29 หมู่ที่ 5 ตำบลคานหาม อำเภออุทัย จ.พระนครศรีอยุธยา 13210,ยังดำเนินกิจการอยู่,25/3/2548,25 มีนาคม 2548,90748000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0145548000666/,,,,,,,,,,
'0115525000350,บริษัท ง่วนเชียงอุตสาหกรรมอาหาร จำกัด,NGUAN CHIANG FOOD INDUSTRY COMPANY LIMITED,"ผลิตและจำหน่ายซอสปรุงรส,ซีอิ๊ว,เต้าเจี้ยวและเครื่องปรุงรส",การผลิตซีอิ๊ว,135 หมู่ที่ 4 ซอยสุขสวัสดิ์ 68 ถนนสุขสวัสดิ์ ตำบลบางพึ่ง อำเภอพระประแดง จ.สมุทรปราการ 10130,ยังดำเนินกิจการอยู่,15/6/2525,15 มิถุนายน 2525,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.nguanchiang.co.th,,https://www.dataforthai.com/company/0115525000350/,,,,,http://www.nguanchiang.co.th,,,,,
'0105529041174,บริษัท นอร์ธเทอร์น ฟู้ด คอมเพล็กซ์ จำกัด,"NORTHERN FOOD COMPLEX CO., LTD.",ผลิตและจำหน่ายอาหารสำเร็จรูปประเภทซีอิ๊ว,การผลิตซีอิ๊ว,59/3 ซอยสุขุมวิท 39 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,11/11/2529,11 พฤศจิกายน 2529,234000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105529041174/,,,,,,,,,,
'0105525001500,บริษัท หยั่น หว่อ หยุ่น จำกัด,YANWAL YUN COMPANY LIMITED,ผลิต จำหน่าย ซีอิ๊วและเครื่องปรุงรส,การผลิตซีอิ๊ว,767 ซอยวัดไผ่เงิน ถนนวัดไผ่เงิน แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,14/1/2525,14 มกราคม 2525,600000000,,,False,,http://www.deksomboon.com,,https://www.dataforthai.com/company/0105525001500/,ดูตำแหน่งงานจาก JOBTH,,,,http://www.deksomboon.com,,,,,
'0105536019910,บริษัท เค ที เอ็มเอสจี จำกัด,"K.T. MSG CO., LTD.",การขายส่งผลิตภัณฑ์อาหารอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,การขายส่งผลิตภัณฑ์อาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,191/75 อาคาร ซี.ที.ไอ. ทาวเวอร์ ชั้น12 เอ ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110,ยังดำเนินกิจการอยู่,19/2/2536,19 กุมภาพันธ์ 2536,1000000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,www.ajinotakara.com,,https://www.dataforthai.com/company/0105536019910/,,,,,www.ajinotakara.com,,,,,
'0105501000333,บริษัท ไทยชูรส จำกัด,"THE THAI CHUROS CO., LTD.",ผลิตและจำหน่ายผงชูรส,การผลิตผงชูรส,5-7 ถนนทรัพย์ แขวงสี่พระยา เขตบางรัก กรุงเทพมหานคร 10500,ยังดำเนินกิจการอยู่,1/3/2501,1 มีนาคม 2501,120000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://thaichuros.com/,,https://www.dataforthai.com/company/0105501000333/,,,,,http://thaichuros.com/,,,,,
'0105509004681,บริษัท ราชาชูรส จำกัด,"THAI FERMENTATION INDUSTRY CO., LTD.",ขายผงชูรส,การผลิตผงชูรส,อาคาร เคเอสแอล ทาวเวอร์ ชั้นที่ 20 เลขที่ 503 ถนนศรีอยุธยา แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,12/12/2509,12 ธันวาคม 2509,420000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.ราชาชูรส.com/,,https://www.dataforthai.com/company/0105509004681/,ดูตำแหน่งงานจาก JOBTH,,,,http://www.ราชาชูรส.com/,,,,,
'0105503000586,บริษัท อายิโนะโมะโต๊ะ (ประเทศไทย) จำกัด,AJINOMOTO (THAILAND) COMPANY LIMITED,ผลิตผงชูรส วัตถุปรุงแต่งรสอาหาร,การผลิตผงชูรส,487/1 ถนนศรีอยุธยา แขวงถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400,ยังดำเนินกิจการอยู่,29/4/2503,29 เมษายน 2503,796362800,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,http://www.ajinomoto.co.th,,https://www.dataforthai.com/company/0105503000586/,,,,,http://www.ajinomoto.co.th,,,,,
'0105549117338,บริษัท เกลือมหาชัย จำกัด,MAHACHAI SALT COMPANY LIMITED,,การผลิตเกลือบริโภค,40/25 หมู่ที่ 2 แขวงจอมทอง เขตจอมทอง กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,29/9/2549,29 กันยายน 2549,100000000,,สมาชิก dataforthai.com สามารถดูข้อมูลการติดต่อเพิ่มเติมได้  สมัครสมาชิกฟรี,True,,,,https://www.dataforthai.com/company/0105549117338/,,,,,,,,,,
